Date,Sales,Year,Month,Day,DayOfWeek,Is_Weekend
2022-12-10,319.9253363889428,2022,12,10,5,1
2022-12-11,290.1248683367738,2022,12,11,6,1
2022-12-12,268.86836202680496,2022,12,12,0,0
2022-12-13,291.43769678068173,2022,12,13,1,0
2022-12-14,330.0151958126862,2022,12,14,2,0
2022-12-15,317.00443484226986,2022,12,15,3,0
2022-12-16,293.0269573118428,2022,12,16,4,0
2022-12-17,293.0148459136314,2022,12,17,5,1
2022-12-18,293.56729897565236,2022,12,18,6,1
2022-12-19,341.5349596712168,2022,12,19,0,0
2022-12-20,307.63870904463107,2022,12,20,1,0
2022-12-21,308.6008329438214,2022,12,21,2,0
2022-12-22,320.60566908063686,2022,12,22,3,0
2022-12-23,304.77578318053025,2022,12,23,4,0
2022-12-24,294.81915708358594,2022,12,24,5,1
2022-12-25,296.0730030183004,2022,12,25,6,1
2022-12-26,298.5679748117187,2022,12,26,0,0
2022-12-27,299.25555526980315,2022,12,27,1,0
2022-12-28,314.5525908727396,2022,12,28,2,0
2022-12-29,301.038917716146,2022,12,29,3,0
2022-12-30,314.65280154431156,2022,12,30,4,0
2022-12-31,298.38566839782834,2022,12,31,5,1
2023-01-01,376.5727038063218,2023,1,1,6,1
2023-01-02,335.03598630935784,2023,1,2,0,0
2023-01-03,393.3265534940496,2023,1,3,1,0
2023-01-04,381.92976951795987,2023,1,4,2,0
2023-01-05,394.96020219719304,2023,1,5,3,0
2023-01-06,317.0748924361262,2023,1,6,4,0
2023-01-07,416.76749409561455,2023,1,7,5,1
2023-01-08,372.20820743689654,2023,1,8,6,1
2023-01-09,397.1636563347503,2023,1,9,0,0
2023-01-10,354.2018814574894,2023,1,10,1,0
2023-01-11,387.2554781012514,2023,1,11,2,0
2023-01-12,353.9316887365269,2023,1,12,3,0
2023-01-13,362.5246207860839,2023,1,13,4,0
2023-01-14,413.28062707733574,2023,1,14,5,1
2023-01-15,371.18635198473305,2023,1,15,6,1
2023-01-16,379.34865746359446,2023,1,16,0,0
2023-01-17,392.4013546137751,2023,1,17,1,0
2023-01-18,384.9136377594521,2023,1,18,2,0
2023-01-19,378.0083781028715,2023,1,19,3,0
2023-01-20,382.2992200493245,2023,1,20,4,0
2023-01-21,423.0683117047655,2023,1,21,5,1
2023-01-22,373.84762405932827,2023,1,22,6,1
2023-01-23,379.02198093429934,2023,1,23,0,0
2023-01-24,396.01308792015226,2023,1,24,1,0
2023-01-25,397.11051865915965,2023,1,25,2,0
2023-01-26,398.7406061112076,2023,1,26,3,0
2023-01-27,387.7746044405837,2023,1,27,4,0
2023-01-28,352.1399017453903,2023,1,28,5,1
2023-01-29,407.66863064602194,2023,1,29,6,1
2023-01-30,352.0730921396262,2023,1,30,0,0
2023-01-31,381.05270930478065,2023,1,31,1,0
2023-02-01,378.2157531888348,2023,2,1,2,0
2023-02-02,392.0185032573621,2023,2,2,3,0
2023-02-03,399.87651839529155,2023,2,3,4,0
2023-02-04,399.72841449822744,2023,2,4,5,1
2023-02-05,401.73968527392765,2023,2,5,6,1
2023-02-06,425.5754955703949,2023,2,6,0,0
2023-02-07,402.37195621950156,2023,2,7,1,0
2023-02-08,388.418137483409,2023,2,8,2,0
2023-02-09,412.5830135549891,2023,2,9,3,0
2023-02-10,417.0906799677148,2023,2,10,4,0
2023-02-11,368.7491138864821,2023,2,11,5,1
2023-02-12,405.2492715862191,2023,2,12,6,1
2023-02-13,407.32472503543994,2023,2,13,0,0
2023-02-14,387.3500001220221,2023,2,14,1,0
2023-02-15,420.81540645545437,2023,2,15,2,0
2023-02-16,390.30015844857144,2023,2,16,3,0
2023-02-17,395.8127992586528,2023,2,17,4,0
2023-02-18,389.83983370354457,2023,2,18,5,1
2023-02-19,393.6128511408513,2023,2,19,6,1
2023-02-20,371.3757684513179,2023,2,20,0,0
2023-02-21,364.50025253733605,2023,2,21,1,0
2023-02-22,425.1913714537214,2023,2,22,2,0
2023-02-23,376.3620432228554,2023,2,23,3,0
2023-02-24,373.4734232000958,2023,2,24,4,0
2023-02-25,350.23346791714766,2023,2,25,5,1
2023-02-26,380.52203523543193,2023,2,26,6,1
2023-02-27,366.839474321072,2023,2,27,0,0
2023-02-28,426.14157339194935,2023,2,28,1,0
2023-03-01,420.1963417868527,2023,3,1,2,0
2023-03-02,386.23699309644553,2023,3,2,3,0
2023-03-03,445.04871610688616,2023,3,3,4,0
2023-03-04,419.6353097398319,2023,3,4,5,1
2023-03-05,393.5033723298275,2023,3,5,6,1
2023-03-06,350.01188570252856,2023,3,6,0,0
2023-03-07,445.81885145181485,2023,3,7,1,0
2023-03-08,372.2085506647281,2023,3,8,2,0
2023-03-09,367.09202506086217,2023,3,9,3,0
2023-03-10,420.4514086401928,2023,3,10,4,0
2023-03-11,448.79504812678545,2023,3,11,5,1
2023-03-12,427.6854563702104,2023,3,12,6,1
2023-03-13,411.2781824010472,2023,3,13,0,0
2023-03-14,411.8950868333057,2023,3,14,1,0
2023-03-15,417.06831117560614,2023,3,15,2,0
2023-03-16,415.1785717957353,2023,3,16,3,0
2023-03-17,405.6238284793875,2023,3,17,4,0
2023-03-18,402.08402207903754,2023,3,18,5,1
2023-03-19,398.7481374420096,2023,3,19,6,1
2023-03-20,384.92070822266646,2023,3,20,0,0
2023-03-21,394.3864984626645,2023,3,21,1,0
2023-03-22,366.14086371609227,2023,3,22,2,0
2023-03-23,398.033207464105,2023,3,23,3,0
2023-03-24,380.22817785698163,2023,3,24,4,0
2023-03-25,377.9282136556846,2023,3,25,5,1
2023-03-26,403.5978830230696,2023,3,26,6,1
2023-03-27,427.84004572689196,2023,3,27,0,0
2023-03-28,418.36633212004625,2023,3,28,1,0
2023-03-29,368.58998792753647,2023,3,29,2,0
2023-03-30,380.20743726859325,2023,3,30,3,0
2023-03-31,418.8154237597643,2023,3,31,4,0
2023-04-01,373.65152231845576,2023,4,1,5,1
2023-04-02,388.8086071892815,2023,4,2,6,1
2023-04-03,404.302312169713,2023,4,3,0,0
2023-04-04,373.93438109194926,2023,4,4,1,0
2023-04-05,395.4087803121412,2023,4,5,2,0
2023-04-06,366.62076029085785,2023,4,6,3,0
2023-04-07,381.2739173101977,2023,4,7,4,0
2023-04-08,399.6969088720727,2023,4,8,5,1
2023-04-09,361.4413955185886,2023,4,9,6,1
2023-04-10,402.11076494842996,2023,4,10,0,0
2023-04-11,392.90851421068834,2023,4,11,1,0
2023-04-12,404.35106927756493,2023,4,12,2,0
2023-04-13,397.7795528705152,2023,4,13,3,0
2023-04-14,420.58407878869883,2023,4,14,4,0
2023-04-15,395.8057602421801,2023,4,15,5,1
2023-04-16,384.71315936671687,2023,4,16,6,1
2023-04-17,395.7472202498676,2023,4,17,0,0
2023-04-18,404.1672307699497,2023,4,18,1,0
2023-04-19,394.27847159573605,2023,4,19,2,0
2023-04-20,394.1131040132996,2023,4,20,3,0
2023-04-21,379.2614364330868,2023,4,21,4,0
2023-04-22,380.043251838203,2023,4,22,5,1
2023-04-23,365.24916475322806,2023,4,23,6,1
2023-04-24,428.2928050529607,2023,4,24,0,0
2023-04-25,368.42400548139625,2023,4,25,1,0
2023-04-26,379.4431662333038,2023,4,26,2,0
2023-04-27,378.933124877838,2023,4,27,3,0
2023-04-28,411.1997577281108,2023,4,28,4,0
2023-04-29,387.4022766233814,2023,4,29,5,1
2023-04-30,418.2561116426966,2023,4,30,6,1
2023-05-01,361.53018751512263,2023,5,1,0,0
2023-05-02,380.57988324447604,2023,5,2,1,0
2023-05-03,358.29305893480483,2023,5,3,2,0
2023-05-04,417.90298255546776,2023,5,4,3,0
2023-05-05,351.24803161940974,2023,5,5,4,0
2023-05-06,381.19641420454053,2023,5,6,5,1
2023-05-07,387.67553761864195,2023,5,7,6,1
2023-05-08,383.27598194903,2023,5,8,0,0
2023-05-09,371.2942468224458,2023,5,9,1,0
2023-05-10,372.4035860053315,2023,5,10,2,0
2023-05-11,375.8762294395822,2023,5,11,3,0
2023-05-12,372.05995996743025,2023,5,12,4,0
2023-05-13,394.2775823358982,2023,5,13,5,1
2023-05-14,419.21046003182704,2023,5,14,6,1
2023-05-15,363.8501642998433,2023,5,15,0,0
2023-05-16,347.60394040841845,2023,5,16,1,0
2023-05-17,373.2343590329749,2023,5,17,2,0
2023-05-18,426.5941867530864,2023,5,18,3,0
2023-05-19,358.9265086406054,2023,5,19,4,0
2023-05-20,407.78233610888134,2023,5,20,5,1
2023-05-21,408.5540162815288,2023,5,21,6,1
2023-05-22,363.92823516584014,2023,5,22,0,0
2023-05-23,386.3796615837055,2023,5,23,1,0
2023-05-24,407.56793246257075,2023,5,24,2,0
2023-05-25,367.41744518025024,2023,5,25,3,0
2023-05-26,370.92839279795277,2023,5,26,4,0
2023-05-27,363.3663817210271,2023,5,27,5,1
2023-05-28,354.70486538614267,2023,5,28,6,1
2023-05-29,362.01444909867985,2023,5,29,0,0
2023-05-30,350.5211946647549,2023,5,30,1,0
2023-05-31,375.6816693651845,2023,5,31,2,0
2023-06-01,334.60053537882715,2023,6,1,3,0
2023-06-02,354.67571823581494,2023,6,2,4,0
2023-06-03,318.8820870759275,2023,6,3,5,1
2023-06-04,356.61760464428914,2023,6,4,6,1
2023-06-05,366.6705792321785,2023,6,5,0,0
2023-06-06,310.1252871485709,2023,6,6,1,0
2023-06-07,357.48113139695147,2023,6,7,2,0
2023-06-08,374.55337984946584,2023,6,8,3,0
2023-06-09,325.80717962617587,2023,6,9,4,0
2023-06-10,383.45144773675406,2023,6,10,5,1
2023-06-11,358.3803801873209,2023,6,11,6,1
2023-06-12,335.89976288483183,2023,6,12,0,0
2023-06-13,348.8846184468459,2023,6,13,1,0
2023-06-14,361.1665382504344,2023,6,14,2,0
2023-06-15,351.52010782824823,2023,6,15,3,0
2023-06-16,360.7751198489274,2023,6,16,4,0
2023-06-17,331.5865281384127,2023,6,17,5,1
2023-06-18,353.3872164807216,2023,6,18,6,1
2023-06-19,321.7257100619004,2023,6,19,0,0
2023-06-20,347.775478773026,2023,6,20,1,0
2023-06-21,331.9218471707042,2023,6,21,2,0
2023-06-22,335.28940114820466,2023,6,22,3,0
2023-06-23,374.7218635042087,2023,6,23,4,0
2023-06-24,371.8262024118854,2023,6,24,5,1
2023-06-25,362.1827624181435,2023,6,25,6,1
2023-06-26,328.1537447065484,2023,6,26,0,0
2023-06-27,343.67183100610396,2023,6,27,1,0
2023-06-28,374.2619539995837,2023,6,28,2,0
2023-06-29,352.8343382727981,2023,6,29,3,0
2023-06-30,396.3865907996339,2023,6,30,4,0
2023-07-01,332.8663567878874,2023,7,1,5,1
2023-07-02,328.8409823298006,2023,7,2,6,1
2023-07-03,318.81767071595,2023,7,3,0,0
2023-07-04,327.67081809564564,2023,7,4,1,0
2023-07-05,321.9506032723891,2023,7,5,2,0
2023-07-06,339.1621735337718,2023,7,6,3,0
2023-07-07,344.1340463358917,2023,7,7,4,0
2023-07-08,309.280210789841,2023,7,8,5,1
2023-07-09,298.3753409288444,2023,7,9,6,1
2023-07-10,288.27589253793406,2023,7,10,0,0
2023-07-11,335.15982653825085,2023,7,11,1,0
2023-07-12,302.93266787652254,2023,7,12,2,0
2023-07-13,281.94218814095035,2023,7,13,3,0
2023-07-14,332.77157209061926,2023,7,14,4,0
2023-07-15,374.8599903486558,2023,7,15,5,1
2023-07-16,324.8785817692021,2023,7,16,6,1
2023-07-17,341.76981548903285,2023,7,17,0,0
2023-07-18,326.6365871709513,2023,7,18,1,0
2023-07-19,323.02220693617716,2023,7,19,2,0
2023-07-20,343.38152965975536,2023,7,20,3,0
2023-07-21,319.194509116227,2023,7,21,4,0
2023-07-22,330.3478462814381,2023,7,22,5,1
2023-07-23,331.43395612392027,2023,7,23,6,1
2023-07-24,311.638190927139,2023,7,24,0,0
2023-07-25,344.8408469907305,2023,7,25,1,0
2023-07-26,321.5008048660918,2023,7,26,2,0
2023-07-27,309.8850968101431,2023,7,27,3,0
2023-07-28,335.73019687140805,2023,7,28,4,0
2023-07-29,307.03064036417925,2023,7,29,5,1
2023-07-30,325.56362314738254,2023,7,30,6,1
2023-07-31,324.8176200671159,2023,7,31,0,0
2023-08-01,328.41664112740966,2023,8,1,1,0
2023-08-02,316.19269446837717,2023,8,2,2,0
2023-08-03,306.1981906358752,2023,8,3,3,0
2023-08-04,323.05405579478384,2023,8,4,4,0
2023-08-05,334.50288079112437,2023,8,5,5,1
2023-08-06,317.85493593781536,2023,8,6,6,1
2023-08-07,306.9057822076457,2023,8,7,0,0
2023-08-08,280.4620051637749,2023,8,8,1,0
2023-08-09,285.3964565492706,2023,8,9,2,0
2023-08-10,300.59423572368473,2023,8,10,3,0
2023-08-11,294.50848576759245,2023,8,11,4,0
2023-08-12,302.95930375106917,2023,8,12,5,1
2023-08-13,307.83172830872024,2023,8,13,6,1
2023-08-14,317.2925848979127,2023,8,14,0,0
2023-08-15,305.28875424959625,2023,8,15,1,0
2023-08-16,316.42876268730214,2023,8,16,2,0
2023-08-17,307.9882181069805,2023,8,17,3,0
2023-08-18,267.1893984837007,2023,8,18,4,0
2023-08-19,287.912021934403,2023,8,19,5,1
2023-08-20,303.8169786963458,2023,8,20,6,1
2023-08-21,282.50483495395594,2023,8,21,0,0
2023-08-22,318.6973044107022,2023,8,22,1,0
2023-08-23,337.31374645765203,2023,8,23,2,0
2023-08-24,331.07396684472445,2023,8,24,3,0
2023-08-25,302.42987239217393,2023,8,25,4,0
2023-08-26,336.51325254777714,2023,8,26,5,1
2023-08-27,309.67207895482034,2023,8,27,6,1
2023-08-28,299.9570103884173,2023,8,28,0,0
2023-08-29,294.43067653995934,2023,8,29,1,0
2023-08-30,300.6493360810155,2023,8,30,2,0
2023-08-31,298.93519343995354,2023,8,31,3,0
2023-09-01,303.40832444750976,2023,9,1,4,0
2023-09-02,303.2114796209973,2023,9,2,5,1
2023-09-03,300.0609204030683,2023,9,3,6,1
2023-09-04,308.738763394927,2023,9,4,0,0
2023-09-05,323.8129254957268,2023,9,5,1,0
2023-09-06,318.99108270882647,2023,9,6,2,0
2023-09-07,270.30204063100194,2023,9,7,3,0
2023-09-08,248.9215773019609,2023,9,8,4,0
2023-09-09,318.6863982247855,2023,9,9,5,1
2023-09-10,272.66242603169155,2023,9,10,6,1
2023-09-11,295.50469196214635,2023,9,11,0,0
2023-09-12,276.5977394788128,2023,9,12,1,0
2023-09-13,263.9603912483996,2023,9,13,2,0
2023-09-14,310.8292545640958,2023,9,14,3,0
2023-09-15,315.1831032060529,2023,9,15,4,0
2023-09-16,288.46979198546563,2023,9,16,5,1
2023-09-17,248.1791541571018,2023,9,17,6,1
2023-09-18,289.07511103495034,2023,9,18,0,0
2023-09-19,307.8360801080509,2023,9,19,1,0
2023-09-20,270.4217686245174,2023,9,20,2,0
2023-09-21,303.6671983955831,2023,9,21,3,0
2023-09-22,299.6938030165401,2023,9,22,4,0
2023-09-23,311.5858299920218,2023,9,23,5,1
2023-09-24,302.3916073682831,2023,9,24,6,1
2023-09-25,280.5386211823689,2023,9,25,0,0
2023-09-26,323.9314300332898,2023,9,26,1,0
2023-09-27,296.8294085394606,2023,9,27,2,0
2023-09-28,299.45390920980134,2023,9,28,3,0
2023-09-29,281.33464081853606,2023,9,29,4,0
2023-09-30,291.1343549761698,2023,9,30,5,1
2023-10-01,289.00267553024,2023,10,1,6,1
2023-10-02,303.2398086123096,2023,10,2,0,0
2023-10-03,340.9328994136249,2023,10,3,1,0
2023-10-04,279.26070695215094,2023,10,4,2,0
2023-10-05,274.42750185324326,2023,10,5,3,0
2023-10-06,336.1221363606502,2023,10,6,4,0
2023-10-07,302.5122562677407,2023,10,7,5,1
2023-10-08,293.3172750375797,2023,10,8,6,1
2023-10-09,327.4968235586996,2023,10,9,0,0
2023-10-10,294.58641901604074,2023,10,10,1,0
2023-10-11,343.21892408171675,2023,10,11,2,0
2023-10-12,320.25724723756343,2023,10,12,3,0
2023-10-13,296.940501647864,2023,10,13,4,0
2023-10-14,349.8448940760881,2023,10,14,5,1
2023-10-15,294.58443135071127,2023,10,15,6,1
2023-10-16,321.5406372509642,2023,10,16,0,0
2023-10-17,312.6845814189079,2023,10,17,1,0
2023-10-18,332.73355559875404,2023,10,18,2,0
2023-10-19,337.9289537453151,2023,10,19,3,0
2023-10-20,307.3388127920934,2023,10,20,4,0
2023-10-21,291.6303724038544,2023,10,21,5,1
2023-10-22,315.8981726695604,2023,10,22,6,1
2023-10-23,293.1444224157359,2023,10,23,0,0
2023-10-24,346.9664747613105,2023,10,24,1,0
2023-10-25,309.4294364324328,2023,10,25,2,0
2023-10-26,299.39229878453585,2023,10,26,3,0
2023-10-27,310.3923359280762,2023,10,27,4,0
2023-10-28,279.7562040201841,2023,10,28,5,1
2023-10-29,287.266449040565,2023,10,29,6,1
2023-10-30,330.70700796966656,2023,10,30,0,0
2023-10-31,293.56084423135013,2023,10,31,1,0
2023-11-01,304.0617803463612,2023,11,1,2,0
2023-11-02,335.7330550505457,2023,11,2,3,0
2023-11-03,348.71408309325994,2023,11,3,4,0
2023-11-04,339.3790662133013,2023,11,4,5,1
2023-11-05,344.92095371611634,2023,11,5,6,1
2023-11-06,309.86409822861077,2023,11,6,0,0
2023-11-07,296.56378666516315,2023,11,7,1,0
2023-11-08,355.0266730391097,2023,11,8,2,0
2023-11-09,318.5464032231573,2023,11,9,3,0
2023-11-10,319.98333967089906,2023,11,10,4,0
2023-11-11,351.5638828369812,2023,11,11,5,1
2023-11-12,336.1246001880132,2023,11,12,6,1
2023-11-13,334.11775544163214,2023,11,13,0,0
2023-11-14,368.30004689802166,2023,11,14,1,0
2023-11-15,312.1296353923971,2023,11,15,2,0
2023-11-16,343.55680256162475,2023,11,16,3,0
2023-11-17,326.1402624979417,2023,11,17,4,0
2023-11-18,330.37184557726516,2023,11,18,5,1
2023-11-19,355.5693685282506,2023,11,19,6,1
2023-11-20,335.15671512579246,2023,11,20,0,0
2023-11-21,335.76592158099265,2023,11,21,1,0
2023-11-22,346.450146746196,2023,11,22,2,0
2023-11-23,317.7009454091423,2023,11,23,3,0
2023-11-24,308.2158066532199,2023,11,24,4,0
2023-11-25,304.10381611957934,2023,11,25,5,1
2023-11-26,285.67286821247995,2023,11,26,6,1
2023-11-27,366.12414259880643,2023,11,27,0,0
2023-11-28,302.9358326855663,2023,11,28,1,0
2023-11-29,320.57492752828455,2023,11,29,2,0
2023-11-30,319.4637340022216,2023,11,30,3,0
2023-12-01,356.148133956182,2023,12,1,4,0
2023-12-02,366.3147442507859,2023,12,2,5,1
2023-12-03,367.2094697671949,2023,12,3,6,1
2023-12-04,338.33845122862124,2023,12,4,0,0
2023-12-05,346.65756572427176,2023,12,5,1,0
2023-12-06,355.651599009766,2023,12,6,2,0
2023-12-07,345.02617747632905,2023,12,7,3,0
2023-12-08,382.14691152039984,2023,12,8,4,0
2023-12-09,359.819499032765,2023,12,9,5,1
2023-12-10,364.6975557209963,2023,12,10,6,1
2023-12-11,363.2576253733483,2023,12,11,0,0
2023-12-12,373.4694771497065,2023,12,12,1,0
2023-12-13,353.62043117407416,2023,12,13,2,0
2023-12-14,324.0633610408831,2023,12,14,3,0
2023-12-15,357.99375903505285,2023,12,15,4,0
2023-12-16,336.97286212416344,2023,12,16,5,1
2023-12-17,339.4276663650049,2023,12,17,6,1
2023-12-18,361.7272803751019,2023,12,18,0,0
2023-12-19,374.76566142867273,2023,12,19,1,0
2023-12-20,350.4254315347212,2023,12,20,2,0
2023-12-21,356.1766602519793,2023,12,21,3,0
2023-12-22,384.0442988927048,2023,12,22,4,0
2023-12-23,354.81506358977134,2023,12,23,5,1
2023-12-24,402.0336622836079,2023,12,24,6,1
2023-12-25,361.3101929126309,2023,12,25,0,0
2023-12-26,314.78474481688363,2023,12,26,1,0
2023-12-27,365.06683242209067,2023,12,27,2,0
2023-12-28,357.62316769765556,2023,12,28,3,0
2023-12-29,375.79505508165494,2023,12,29,4,0
2023-12-30,363.46362702539915,2023,12,30,5,1
2023-12-31,347.2308803203245,2023,12,31,6,1
